timestamp,小时,星期,是否周末,是否节假日,温度,气象站水平的大气压,平均海平面的大气压,气压趋势,相对湿度,风向,观测前10分钟平均风速,观测前10分钟最大阵风,两次观测之间最大阵风,总云量,当天天气情况,观测期之间过去天气1,观测期之间过去天气2,最低气温,最高气温,层积云，层云，积云和积雨云,云量,最低云层高度,高层云，高积云及积雨云,卷云，卷积云及卷层云,水平能见度,露点温度,降水量,达到规定降水量时间,无雪及冰覆盖的土壤表面状况,夜间土壤表面最低温度,有雪及冰覆盖的土壤表面状况,雪深,宝安供电局_0h,大鹏供电局_0h,福田供电局_0h,光明供电局_0h,龙岗供电局_0h,龙华供电局_0h,罗湖供电局_0h,南山供电局_0h,坪山供电局_0h,深汕特别合作区供电局_0h,盐田供电局_0h,总计_0h,行业名称,全社会用电总计,　A、全行业用电合计,　　第一产业,　　第二产业,　　第三产业,　B、城乡居民生活用电合计,　　城镇居民,　　乡村居民,　全行业用电分类,　　一、农、林、牧、渔业,　　　   1.农业,　　　   2.林业,　　　   3.畜牧业,　　　   4.渔业,　　　   5.农、林、牧、渔专业及辅助性活动,　　　　     其中：排灌,　　二、工业,　　　（一）采矿业,　　　　    1.煤炭开采和洗选业,　　　　    2.石油和天然气开采业,　　　　    3.黑色金属矿采选业,　　　　    4.有色金属矿采选业,　　　　    5.非金属矿采选业,　　　　    6.其他采矿业,　　　（二）制造业,　　　　    1.农副食品加工业,　　　　    2.食品制造业,　　　　    3.酒、饮料及精制茶制造业,　　　　    4.烟草制品业,　　　　    5.纺织业,　　　　    6.纺织服装、服饰业,　　　　    7.皮革、毛皮、羽毛及其制品和制鞋业,　　　　    8.木材加工和木、竹、藤、棕、草制品业,　　　　    9.家具制造业,　　　　    10.造纸和纸制品业,　　　　    11.印刷和记录媒介复制业,　　　　    12.文教、工美、体育和娱乐用品制造业,　　　　　       其中：体育用品制造,　　　　    13.石油、煤炭及其他燃料加工业,　　　　　       其中：煤化工,　　　　    14.化学原料和化学制品制造业,　　　　　       其中：氯碱,　　　　　       电石,　　　　　       黄磷,　　　　　       其中：肥料制造,　　　　    15.医药制造业,　　　　　       其中：中成药生产,　　　　　       生物药品制品制造,　　　　    16.化学纤维制造业,　　　　    17.橡胶和塑料制品业,　　　　　       其中：橡胶制品业,　　　　　       塑料制品业,　　　　    18.非金属矿物制品业,　　　　　       其中：水泥制造,　　　　　       玻璃制造,　　　　　       陶瓷制品制造,　　　　　       其中：碳化硅,　　　　    19.黑色金属冶炼和压延加工业,　　　　　       其中：钢铁,　　　　　       铁合金冶炼,　　　　    20.有色金属冶炼和压延加工业,　　　　　       其中：铝冶炼,　　　　　       铅锌冶炼,　　　　　       稀有稀土金属冶炼,　　　　    21.金属制品业,　　　　　       其中：结构性金属制品制造,　　　　    22.通用设备制造业,　　　　　       其中：风能原动设备制造,　　　　    23.专用设备制造业,　　　　　       其中：医疗仪器设备及器械制造,　　　　    24.汽车制造业,　　　　　       其中：新能源车整车制造,　　　　    25.铁路.船舶.航空航天和其他运输设备制造业,　　　　　       其中：铁路运输设备制造,　　　　　       城市轨道交通设备制造,　　　　　       航空、航天器及设备制造,　　　　    26.电气机械和器材制造业,　　　　　       其中：光伏设备及元器件制造,　　　　    27.计算机、通信和其他电子设备制造业,　　　　　       其中：计算机制造,　　　　　       通信设备制造,　　　　    28.仪器仪表制造业,　　　　    29.其他制造业,　　　　    30.废弃资源综合利用业,　　　　    31.金属制品、机械和设备修理业,　　　（三）电力、热力、燃气及水生产和供应业,　　　　    1.电力、热力生产和供应业,　　　　    2.燃气生产和供应业,　　　　    3.水的生产和供应业,　　三、建筑业,　　　   1.房屋建筑业,　　　   2.土木工程建筑业,　　　   3.建筑安装业,　　　   4.建筑装饰、装修和其他建筑业,　　四、交通运输、仓储和邮政业,　　　   1.铁路运输业,　　　　     其中：电气化铁路,　　　   2.道路运输业,　　　　     其中：城市公共交通运输,　　　   3.水上运输业,　　　　     其中：港口岸电,　　　   4.航空运输业,　　　   5.管道运输业,　　　   6.多式联运和运输代理业,　　　   7.装卸搬运和仓储业,　　　   8.邮政业,　　五、信息传输、软件和信息技术服务业,　　　   1.电信、广播电视和卫星传输服务,　　　   2.互联网和相关服务,　　　　   其中：互联网数据服务,　　　   3.软件和信息技术服务业,　　六、批发和零售业,　　　   其中：充换电服务业,　　七、住宿和餐饮业,　　八、金融业,　　　九、房地产业,　　　十、租赁和商务服务业,　　　　   其中：租赁业,　　　十一、公共服务及管理组织,　　　　   1.科学研究和技术服务业,　　　　　      其中:地质勘查,　　　　　     其中：科技推广和应用服务业,　　　　   2.水利、环境和公共设施管理业,　　　　　     其中：水利管理业,　　　　　     其中：公共照明,　　　　   3.居民服务、修理和其他服务业,　　　　   4.教育、文化、体育和娱乐业,　　　　　     其中：教育,　　　　   5.卫生和社会工作,　　　　   6.公共管理和社会组织、国际组织
2023-01-02 11:00:00,11,0,0,1,17.8,763,768.7,0.2,60,从东北方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.6,17.9,,,2500或更高，或无云。,,,30,9.9,0.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 12:00:00,12,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 13:00:00,13,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 14:00:00,14,0,0,1,20,761,766.8,-2,56,从东北偏北方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.6,20.9,,,2500或更高，或无云。,,,26,10.9,0.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 15:00:00,15,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 16:00:00,16,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 17:00:00,17,0,0,1,18.7,760.9,766.6,-0.1,62,从北方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.6,20.9,,,2500或更高，或无云。,,,26,11.2,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 18:00:00,18,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 19:00:00,19,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 20:00:00,20,0,0,1,17.2,762.2,768,1.3,67,从东北偏北方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.6,20.9,,,2500或更高，或无云。,,,30,11,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 21:00:00,21,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 22:00:00,22,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02 23:00:00,23,0,0,1,16.9,763,768.8,0.8,66,从东北偏北方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,,,14.6,20.9,,,2500或更高，或无云。,,,27,10.5,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 00:00:00,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 01:00:00,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 02:00:00,2,1,0,0,15.7,762.7,768.4,-0.3,68,从北方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.6,20.9,,,2500或更高，或无云。,,,26,9.8,无降水,12,,,,,59628633.74,3339737.29,17836159.21,27101917.84,42711575.2,28543862.69,9443982.319,23803644.696,13384858.14,1635745.58,2698571.85,230128688.555,当前电量(kWh),230438288.555,193145510.89,117392.24,112066922,80961196.65,37292777.665,37292471.135,306.53,193145510.89,146346.37,69443.91,8948.19,22370.45,16629.69,28954.13,3287.6,107551483.09,68537.8,3444,2560.06,0,4576,20160.54,37797.2,99543062.55,392207.95,549618.28,143782.78,14615.5,132349.62,1354812.04,1507706.84,330661.66,1380078.79,1575601.13,1399353.09,1644167.32,106387.2,13008.2,0,1000416.97,34.03,0,0,11915.9,1193583.34,162647.71,289305.6,171600.81,9751771.78,542614.33,8834551.2,2227793.92,171003.61,535514.03,56463.36,0,199823.04,160815.4,1.84,284191.58,170,0,0,10920616.62,589014.13,3965981.73,0,2355410.72,393739.67,2609475.89,1814571,1176058.14,585.6,0,0,12007779.77,31198.4,34174326.13,49705,8730296.7,459799.38,6111025.22,395121.9,100322.41,7939882.74,4523085.94,778802.69,2637994.11,4615761.32,1469120.63,1848122.16,448689.75,608739.09,13855876.57,3543359.39,1744428.46,8370746.68,7441980.62,9754.9,5160,797553.59,1261.97,19880.83,1076683.75,36635.46,6948028.52,2877002.54,3156675.46,2103049.03,914350.52,11568935.602,2488831.22,3148078.54,1746754.98,10813244.1,15627305.43,2866706.64,17123696.368,943204.82,5561.5,141688.63,4207287.476,767051.45,1941085.976,3200858.982,3581253.95,3061734.87,2568174.67,2622916.47
2023-01-03 03:00:00,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 04:00:00,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 05:00:00,5,1,0,0,14.8,762.4,768.2,-0.3,70,从北方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,,,14.6,20.9,,,2500或更高，或无云。,,,24,9.3,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 06:00:00,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 07:00:00,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 08:00:00,8,1,0,0,13.8,763.5,769.3,1.1,76,从东北偏北方向吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,20.9,,,2500或更高，或无云。,,,18,9.6,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 09:00:00,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 10:00:00,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 11:00:00,11,1,0,0,16.1,763.9,769.6,0.4,62,从东北偏北方向吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,20.9,,,2500或更高，或无云。,,,20,8.8,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 12:00:00,12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 13:00:00,13,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 14:00:00,14,1,0,0,17.8,761.8,767.5,-2.1,63,从西北偏北方向吹来的风,2,,8,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,20.9,,,2500或更高，或无云。,,,20,10.6,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 15:00:00,15,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 16:00:00,16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 17:00:00,17,1,0,0,16,761.5,767.2,-0.3,74,从北方吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,18.7,,,2500或更高，或无云。,,,26,11.3,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 18:00:00,18,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 19:00:00,19,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 20:00:00,20,1,0,0,15.9,762.4,768.3,0.9,74,从东北偏北方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,18.6,,,2500或更高，或无云。,,,26,11.2,降水迹象,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 21:00:00,21,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 22:00:00,22,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03 23:00:00,23,1,0,0,15.7,762.8,768.6,0.4,71,从东北偏北方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,,,13.4,18.6,,,2500或更高，或无云。,,,30,10.4,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 00:00:00,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 01:00:00,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 02:00:00,2,2,0,0,15,762.2,768,-0.6,75,从东北偏北方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.4,18.6,,,2500或更高，或无云。,,,28,10.6,无降水,12,,,,,61378663.48,3617312.71,17979546.02,27601861.27,43801285.78,29158479.75,9515708.651,23892164.116,13805681.59,1690551.2,2811455.64,235252710.207,当前电量(kWh),235563510.207,198940042.448,120705.3,116578304.98,82241032.168,36623467.759,36623135.929,331.83,198940042.448,150141.68,72190.45,9039.07,23198.85,16276.93,29436.38,3321.24,112104207.29,75233.55,3324,2494.69,0,5378,20444.66,43592.2,103577383.28,421793.78,578624.97,139178.43,14474.2,130365.47,1370897.72,1552880.34,334060.38,1416254.04,1622568.6,1461695.85,1688436.95,108070.89,17103.2,0,1065680.54,38.26,0,0,7980.9,1235115.77,168561.13,291899.6,187953.97,10251243.29,575412.2,9240440.26,2213996.33,169144.95,523456.2,56050.62,0,192380.55,153969.44,1.91,304336.25,180,0,0,11413366.64,630618.46,4182926.17,0,2444783.54,420850.79,2852335.1,1972842.5,1215687.37,710.4,0,0,12490582.29,31838,35361286.7,51768.8,9019050.94,469899.17,6395518.19,446435.26,105522.22,8451590.46,5098212.82,739549.22,2613828.42,4579619.91,1437713.2,1836797.94,441330.64,620570.52,14209383.87,3575886.92,1754606.37,8666357.44,7697864.48,8262.4,4560,784630.41,1262.95,19485.36,1115882.39,37616,7020380.27,2885445.66,3182929.96,2116726.55,952004.65,11744423.053,2585271.86,3157399.24,1760730.87,11047417.19,15848216.22,2912315.09,17318122.855,962567.35,6270.41,143102.43,4282855.446,784933.89,1968316.106,3230287.419,3607979.24,3077206.99,2584508.35,2649925.05
2023-01-04 03:00:00,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 04:00:00,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 05:00:00,5,2,0,0,14.4,761.8,767.6,-0.4,73,从东北方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,,,13.4,18.6,,,2500或更高，或无云。,,,25,9.6,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 06:00:00,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04 07:00:00,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
